Rank,Company,SS,AS,CCS,OES,RTS,TOS
1,hindustan_zinc_ltd_2023_2024,0.3376,1.0,0.7778,1.0,1.0,0.7788
2,kalpataru_projects_international_ltd_2023_2024,0.3823,1.0,0.6667,1.0,1.0,0.7622
3,eidparry_india_ltd_2023_2024,0.3787,1.0,0.6667,1.0,1.0,0.7613
4,tata_steel_ltd_2023_2024,0.3289,1.0,0.6667,1.0,1.0,0.7489
5,polycab_india_ltd_2023_2024,0.3184,1.0,0.6667,1.0,1.0,0.7463
6,angel_one_ltd_2023_2024,0.4125,1.0,0.5556,1.0,1.0,0.742
7,jay_bharat_maruti_ltd_2023_2024,0.2958,1.0,0.6667,1.0,1.0,0.7406
8,orient_electric_ltd_2023_2024,0.4044,1.0,0.5556,1.0,1.0,0.74
9,jm_financial_ltd_2023_2024,0.2924,1.0,0.6667,1.0,1.0,0.7398
10,signatureglobal_india_ltd_2023_2024,0.4625,1.0,0.4444,1.0,1.0,0.7267
11,tejas_networks_ltd_2023_2024,0.5721,1.0,0.3333,1.0,1.0,0.7263
12,minda_corporation_ltd_2023_2024,0.417,1.0,0.7778,0.7,1.0,0.7237
13,deepak_fertilisers_petrochemicals_corporation_ltd_2023_2024,0.4094,1.0,0.7778,0.7,1.0,0.7218
14,exide_industries_ltd_2023_2024,0.3038,1.0,0.7778,0.8,1.0,0.7204
15,gulf_oil_lubricants_india_ltd_2023_2024,0.4234,1.0,0.4444,1.0,1.0,0.717
16,vedanta_limited_2023_2024,0.3032,1.0,0.5556,1.0,1.0,0.7147
17,sonata_software_ltd_2023_2024,0.3899,1.0,0.4444,1.0,1.0,0.7086
18,hitachi_energy_india_ltd_2023_2024,0.3481,1.0,0.7778,0.7,1.0,0.7065
19,lt_finance_holdings_ltd_2022_2023,0.4551,1.0,0.6667,0.7,1.0,0.7054
20,nuvama_wealth_management_ltd_2023_2024,0.3726,1.0,0.4444,1.0,1.0,0.7043
21,karnataka_bank_ltd_2023_2024,0.3695,1.0,0.4444,1.0,1.0,0.7035
22,wpil_ltd_2023_2024,0.3607,1.0,0.4444,1.0,1.0,0.7013
23,irm_energy_ltd_2023_2024,0.2463,1.0,0.5556,1.0,1.0,0.7005
24,jyoti_structures_ltd_2023_2024,0.3474,1.0,0.4444,1.0,1.0,0.698
25,tata_steel_long_products_ltd_2022_2023,0.313,1.0,0.7778,0.7,1.0,0.6977
26,star_health_and_allied_insurance_company_ltd_2023_2024,0.3257,1.0,0.4444,1.0,1.0,0.6925
27,lt_finance_ltd_2023_2024,0.3982,1.0,0.6667,0.7,1.0,0.6912
28,balrampur_chini_mills_ltd_2023_2024,0.397,1.0,0.6667,0.7,1.0,0.6909
29,itc_ltd_2023_2024,0.4247,1.0,0.3333,1.0,1.0,0.6895
30,bharat_petroleum_corporation_ltd_2023_2024,0.4083,1.0,0.3333,1.0,1.0,0.6854
31,onward_technologies_ltd_2023_2024,0.3597,1.0,0.6667,0.7,1.0,0.6816
32,jk_paper_ltd_2023_2024,0.4628,1.0,0.5556,0.7,1.0,0.6796
33,asahi_india_glass_ltd_2023_2024,0.3426,1.0,0.6667,0.7,1.0,0.6773
34,syngene_international_ltd_2023_2024,0.3415,1.0,0.6667,0.7,1.0,0.677
35,amara_raja_batteries_ltd_2022_2023,0.3285,1.0,0.6667,0.7,1.0,0.6738
36,uflex_ltd_2023_2024,0.3279,1.0,0.6667,0.7,1.0,0.6736
37,shipping_corporation_of_india_ltd_2023_2024,0.3546,1.0,0.3333,1.0,1.0,0.672
38,cipla_ltd_2023_2024,0.3508,1.0,0.3333,1.0,1.0,0.671
39,ifgl_refractories_ltd_2023_2024,0.3128,1.0,0.5556,0.8,1.0,0.6671
40,nestle_india_ltd_2023_2024,0.3114,1.0,0.5556,0.8,1.0,0.6667
41,reliance_industries_ltd_2023_2024,0.3087,1.0,0.5556,1.0,0.5,0.6661
42,dcx_systems_ltd_2023_2024,0.33,1.0,0.3333,1.0,1.0,0.6658
43,ethos_ltd_2023_2024,0.4062,1.0,0.5556,0.7,1.0,0.6654
44,jai_corp_ltd_2023_2024,0.173,0.6667,0.6667,1.0,1.0,0.6599
45,kirloskar_brothers_ltd_2023_2024,0.3776,1.0,0.5556,0.7,1.0,0.6583
46,deepak_nitrite_ltd_2023_2024,0.2844,1.0,0.3333,1.0,1.0,0.6544
47,juniper_hotels_ltd_2023_2024,0.3575,1.0,0.5556,0.7,1.0,0.6533
48,blue_jet_healthcare_ltd_2023_2024,0.2569,0.6667,0.5556,1.0,1.0,0.6531
49,steel_authority_of_india_ltd_2023_2024,0.3451,1.0,0.5556,0.7,1.0,0.6502
50,eih_ltd_2023_2024,0.173,0.7667,0.5556,1.0,1.0,0.6471
51,wockhardt_ltd_2023_2024,0.3641,1.0,0.2222,1.0,1.0,0.6466
52,jindal_steel_power_ltd_2023_2024,0.323,1.0,0.5556,0.7,1.0,0.6446
53,upl_limited_2023_2024,0.32,1.0,0.5556,0.7,1.0,0.6439
54,century_textiles_industries_ltd_2023_2024,0.3189,1.0,0.5556,0.7,1.0,0.6436
55,apollo_tyres_ltd_2023_2024,0.3174,1.0,0.5556,0.7,1.0,0.6432
56,bosch_ltd_2023_2024,0.3277,1.0,0.4444,1.0,0.5,0.643
57,aarti_industries_ltd_2023_2024,0.4275,1.0,0.4444,0.7,1.0,0.643
58,manappuram_finance_ltd_2023_2024,0.3161,1.0,0.5556,0.7,1.0,0.6429
59,share_india_securities_ltd_2023_2024,0.3119,1.0,0.5556,0.7,1.0,0.6419
60,wipro_ltd_2023_2024,0.417,1.0,0.4444,0.7,1.0,0.6404
61,marathon_nextgen_realty_ltd_2023_2024,0.4125,1.0,0.4444,0.7,1.0,0.6392
62,kec_international_ltd_2023_2024,0.1981,0.6667,0.5556,1.0,1.0,0.6384
63,hindustan_unilever_ltd_2023_2024,0.3277,1.0,0.2222,1.0,1.0,0.6375
64,muthoot_finance_ltd_2023_2024,0.2937,1.0,0.5556,0.7,1.0,0.6373
65,great_eastern_shipping_coltd_2023_2024,0.3207,1.0,0.2222,1.0,1.0,0.6357
66,hariom_pipe_industries_ltd_2023_2024,0.397,1.0,0.4444,0.7,1.0,0.6354
67,dabur_india_ltd_2023_2024,0.1853,0.6667,0.5556,1.0,1.0,0.6352
68,hikal_ltd_2023_2024,0.4066,1.0,0.3333,1.0,0.5,0.635
69,coal_india_ltd_2023_2024,0.287,1.0,0.4444,0.8,1.0,0.6329
70,bajaj_auto_ltd_2023_2024,0.2842,1.0,0.4444,1.0,0.5,0.6322
71,pidilite_industries_ltd_2023_2024,0.3942,1.0,0.3333,1.0,0.5,0.6319
72,welspun_living_ltd_2023_2024,0.3789,1.0,0.4444,0.7,1.0,0.6308
73,jagsonpal_pharmaceuticals_ltd_2023_2024,0.3006,1.0,0.2222,1.0,1.0,0.6307
74,ultratech_cement_ltd_2023_2024,0.3755,1.0,0.4444,0.7,1.0,0.63
75,ramkrishna_forgings_ltd_2023_2024,0.3821,1.0,0.3333,1.0,0.5,0.6289
76,dcm_shriram_limited_2023_2024,0.3633,1.0,0.4444,0.7,1.0,0.6269
77,hindustan_petroleum_corporation_ltd_2023_2024,0.36,1.0,0.4444,0.7,1.0,0.6261
78,aia_engineering_ltd_2022_2023,0.2802,1.0,0.2222,1.0,1.0,0.6256
79,pvr_ltd_2021_2022,0.3906,1.0,0.1111,1.0,1.0,0.6254
80,gujarat_alkalies_chemicals_ltd_2023_2024,0.475,0.6667,0.2222,1.0,1.0,0.6243
81,indian_bank_2023_2024,0.3521,1.0,0.4444,0.7,1.0,0.6241
82,transport_corporation_of_india_ltd_2023_2024,0.3508,1.0,0.4444,0.7,1.0,0.6238
83,dhanuka_agritech_ltd_2023_2024,0.3505,1.0,0.4444,0.7,1.0,0.6237
84,canara_bank_2023_2024,0.3727,1.0,0.1111,1.0,1.0,0.621
85,sudarshan_chemical_industries_ltd_2023_2024,0.417,1.0,0.5556,0.7,0.5,0.6181
86,metro_brands_ltd_2023_2024,0.2276,0.6667,0.4444,1.0,1.0,0.618
87,jsw_steel_ltd_2023_2024,0.5396,1.0,0.2222,0.7,1.0,0.6155
88,abb_india_limited_2022_2023,0.417,1.0,0.4444,1.0,0.0,0.6154
89,aditya_birla_fashion_and_retail_ltd_2023_2024,0.3801,1.0,0.7778,0.7,0.0,0.6145
90,ltimindtree_ltd_2023_2024,0.3022,1.0,0.5556,0.8,0.5,0.6144
91,jsw_energy_ltd_2023_2024,0.4191,1.0,0.3333,0.7,1.0,0.6131
92,tata_consumer_products_ltd_2023_2024,0.4186,1.0,0.3333,0.7,1.0,0.613
93,tata_power_coltd_2023_2024,0.4154,1.0,0.3333,0.7,1.0,0.6122
94,pricol_ltd_2023_2024,0.4049,1.0,0.3333,0.7,1.0,0.6096
95,artemis_medicare_services_ltd_2023_2024,0.2912,1.0,0.4444,0.7,1.0,0.6089
96,iifl_finance_ltd_2023_2024,0.2951,0.6667,0.3333,1.0,1.0,0.6071
97,marico_ltd_2023_2024,0.3641,1.0,0.5556,0.5,1.0,0.6049
98,somany_ceramics_ltd_2023_2024,0.3613,1.0,0.5556,0.7,0.5,0.6042
99,sterling_tools_ltd_2023_2024,0.36,1.0,0.5556,0.7,0.5,0.6039
100,hitech_pipes_ltd_2023_2024,0.2705,1.0,0.4444,0.7,1.0,0.6037
101,kewal_kiran_clothing_ltd_2023_2024,0.3785,1.0,0.3333,0.7,1.0,0.603
102,capri_global_capital_limited_2023_2024,0.2162,0.7667,0.3333,1.0,1.0,0.6024
103,adani_ports_and_special_economic_zone_ltd_2023_2024,0.3727,1.0,0.3333,0.7,1.0,0.6015
104,mahindra_mahindra_ltd_2023_2024,0.38,1.0,0.2222,1.0,0.5,0.6006
105,tvs_motor_company_ltd_2023_2024,0.364,1.0,0.3333,0.7,1.0,0.5993
106,latent_view_analytics_ltd_2023_2024,0.2844,1.0,0.1111,1.0,1.0,0.5989
107,schaeffler india limited_2022_2023,0.3396,1.0,0.5556,0.7,0.5,0.5988
108,carysil_ltd_2023_2024,0.3607,1.0,0.3333,0.7,1.0,0.5985
109,rain_industries_ltd_2022_2023,0.3697,1.0,0.2222,1.0,0.5,0.598
110,jubilant_ingrevia_ltd_2023_2024,0.353,1.0,0.3333,0.7,1.0,0.5966
111,jubilant_pharmova_ltd_2023_2024,0.2189,1.0,0.6667,0.5,1.0,0.5964
112,ismt_ltd_2022_2023,0.2284,0.6667,0.5556,1.0,0.5,0.596
113,titan_company_limited_2023_2024,0.3456,1.0,0.3333,0.7,1.0,0.5947
114,grasim_industries_ltd_2023_2024,0.3456,1.0,0.3333,0.7,1.0,0.5947
115,butterfly_gandhimathi_appliances_ltd_2023_2024,0.2441,0.6667,0.3333,1.0,1.0,0.5944
116,s_h_kelkar_and_company_ltd_2023_2024,0.3413,1.0,0.3333,0.7,1.0,0.5937
117,gabriel_india_ltd_2023_2024,0.3366,1.0,0.3333,0.7,1.0,0.5925
118,havells_india_ltd_2022_2023,0.3247,1.0,0.4444,1.0,0.0,0.5923
119,gloster_ltd_2023_2024,0.2862,1.0,0.7778,0.3,1.0,0.591
120,reliance_infrastructure_ltd_2023_2024,0.3299,1.0,0.3333,0.7,1.0,0.5908
121,nhpc_ltd_2023_2024,0.2284,0.6667,0.3333,1.0,1.0,0.5904
122,schneider_electric_infrastructure_ltd_2023_2024,0.3144,1.0,0.4444,1.0,0.0,0.5897
123,kmc_speciality_hospitals_india_ltd_2023_2024,0.3232,1.0,0.3333,0.7,1.0,0.5891
124,amara_raja_energy_mobility_ltd_2023_2024,0.2989,1.0,0.5556,0.5,1.0,0.5886
125,uno_minda_ltd_2023_2024,0.4066,1.0,0.4444,0.5,1.0,0.5878
126,grindwell_norton_ltd_2023_2024,0.3487,1.0,0.0,1.0,1.0,0.5872
127,bharat_dynamics_ltd_2023_2024,0.4039,1.0,0.4444,0.7,0.5,0.5871
128,brigade_enterprises_ltd_2023_2024,0.287,1.0,0.5556,0.5,1.0,0.5856
129,kirloskar_oil_engines_ltd_2023_2024,0.3909,1.0,0.4444,0.5,1.0,0.5838
130,dcm_shriram_industries_ltd_2023_2024,0.2711,1.0,0.5556,0.5,1.0,0.5817
131,vst_industries_ltd_2023_2024,0.2924,1.0,0.3333,0.7,1.0,0.5814
132,3m_india_ltd_2023_2024,0.2681,1.0,0.5556,0.5,1.0,0.5809
133,lakshmi_machine_works_ltd_2023_2024,0.6,1.0,0.2222,0.7,0.5,0.5806
134,aptus_value_housing_finance_india_ltd_2023_2024,0.3622,1.0,0.4444,0.5,1.0,0.5767
135,bcl_industries_ltd_2023_2024,0.36,1.0,0.4444,0.5,1.0,0.5761
136,sansera_engineering_ltd_2023_2024,0.3736,1.0,0.2222,0.7,1.0,0.574
137,granules_india_ltd_2023_2024,0.2368,1.0,0.5556,0.5,1.0,0.5731
138,udaipur_cement_works_ltd_2023_2024,0.3695,1.0,0.2222,0.7,1.0,0.5729
139,ashoka_buildcon_ltd_2023_2024,0.2335,1.0,0.5556,0.5,1.0,0.5723
140,360_one_wam_ltd_2023_2024,0.3441,1.0,0.4444,0.7,0.5,0.5721
141,rattanindia_power_limited_2023_2024,0.3641,1.0,0.2222,0.7,1.0,0.5716
142,indus_towers_ltd_2023_2024,0.3416,1.0,0.4444,0.5,1.0,0.5715
143,mrf_ltd_2023_2024,0.3628,1.0,0.2222,0.7,1.0,0.5712
144,gujarat_fluorochemicals_ltd_2023_2024,0.3618,1.0,0.2222,0.7,1.0,0.571
145,vmart_retail_ltd_2023_2024,0.3139,1.0,0.6667,0.7,0.0,0.5701
146,united_spirits_ltd_2023_2024,0.3126,1.0,0.6667,0.3,1.0,0.5698
147,prism_johnson_ltd_2023_2024,0.2569,0.6667,0.2222,1.0,1.0,0.5698
148,the_phoenix_mills_ltd_2023_2024,0.3566,1.0,0.2222,0.7,1.0,0.5697
149,ion_exchange_india_ltd_2023_2024,0.3119,1.0,0.6667,0.3,1.0,0.5696
150,wardwizard_innovations_mobility_ltd_2023_2024,0.4669,1.0,0.1111,0.7,1.0,0.5695
151,paras_defence_and_space_technologies_ltd_2023_2024,0.2162,0.6667,0.5556,0.7,1.0,0.5679
152,adani_total_gas_ltd_2023_2024,0.3487,1.0,0.2222,0.7,1.0,0.5677
153,epl_ltd_2023_2024,0.2368,1.0,0.3333,0.7,1.0,0.5675
154,bayer_cropscience_ltd_2023_2024,0.3231,1.0,0.4444,0.7,0.5,0.5669
155,glaxosmithkline_pharmaceuticals_ltd_2023_2024,0.2171,0.6667,0.4444,1.0,0.5,0.5654
156,petronet_lng_ltd_2023_2024,0.3171,1.0,0.4444,0.5,1.0,0.5654
157,star_cement_ltd_2023_2024,0.3128,1.0,0.4444,0.5,1.0,0.5643
158,colgatepalmolive_india_ltd_2023_2024,0.3126,1.0,0.4444,0.5,1.0,0.5643
159,sterlite_technologies_ltd_2023_2024,0.421,1.0,0.3333,0.7,0.5,0.5636
160,sjs_enterprises_ltd_2023_2024,0.2862,1.0,0.6667,0.3,1.0,0.5632
161,sadhana_nitrochem_ltd_2023_2024,0.3276,1.0,0.2222,0.7,1.0,0.5624
162,ptc_industries_ltd_2023_2024,0.2824,1.0,0.6667,0.3,1.0,0.5623
163,redtape_ltd_2023_2024,0.2031,0.6667,0.4444,1.0,0.5,0.5619
164,dilip_buildcon_ltd_2023_2024,0.2802,1.0,0.6667,0.3,1.0,0.5617
165,greenlam_industries_ltd_2023_2024,0.4971,1.0,0.4444,0.3,1.0,0.5604
166,adani_enterprises_ltd_2023_2024,0.2717,1.0,0.6667,0.3,1.0,0.5596
167,jbm_auto_ltd_2023_2024,0.2714,1.0,0.6667,0.5,0.5,0.5595
168,happy_forgings_ltd_2023_2024,0.2951,0.6667,0.3333,1.0,0.5,0.5571
169,westlife_foodworld_ltd_2023_2024,0.2815,1.0,0.4444,0.7,0.5,0.5565
170,meghmani_organics_ltd_2023_2024,0.2563,1.0,0.6667,0.3,1.0,0.5557
171,bank_of_baroda_2023_2024,0.2862,1.0,0.3333,1.0,0.0,0.5549
172,kirloskar_pneumatic_coltd_2023_2024,0.1927,0.7667,0.6667,0.5,1.0,0.5548
173,glenmark_life_sciences_ltd_2023_2024,0.1707,0.6667,0.4444,0.8,1.0,0.5538
174,titagarh_rail_systems_ltd_2023_2024,0.2698,1.0,0.4444,0.5,1.0,0.5536
175,grm_overseas_ltd_2023_2024,0.3583,1.0,0.5556,0.3,1.0,0.5535
176,surya_roshni_ltd_2023_2024,0.3535,1.0,0.5556,0.7,0.0,0.5523
177,indian_railway_catering_and_tourism_corporation_ltd_2023_2024,0.2645,0.6667,0.4444,0.7,1.0,0.5522
178,gail_india_ltd_2023_2024,0.3505,1.0,0.5556,0.3,1.0,0.5515
179,mahanagar_gas_ltd_2023_2024,0.2012,0.7667,0.4444,0.7,1.0,0.5514
180,gopal_snacks_ltd_2023_2024,0.3474,1.0,0.5556,0.3,1.0,0.5507
181,morepen_laboratories_ltd_2023_2024,0.3474,1.0,0.5556,0.3,1.0,0.5507
182,amber_enterprises_india_ltd_2023_2024,0.3417,1.0,0.5556,0.3,1.0,0.5493
183,bank_of_maharashtra_2023_2024,0.3411,1.0,0.5556,0.7,0.0,0.5492
184,tide_water_oil_india_ltd_2023_2024,0.3823,1.0,0.1111,0.7,1.0,0.5484
185,sbi_cards_and_payment_services_ltd_2023_2024,0.334,1.0,0.5556,0.3,1.0,0.5474
186,emami_ltd_2023_2024,0.2213,1.0,0.6667,0.3,1.0,0.547
187,gujarat_mineral_development_corporation_ltd_2022_2023,0.332,1.0,0.5556,0.3,1.0,0.5469
188,tinplate_company_of_india_ltd_2022_2023,0.2389,0.6667,0.4444,0.7,1.0,0.5458
189,tega_industries_ltd_2023_2024,0.3262,1.0,0.5556,0.3,1.0,0.5454
190,larsen_toubro_ltd_2023_2024,0.3225,1.0,0.5556,0.7,0.0,0.5445
191,jk_lakshmi_cement_ltd_2023_2024,0.3441,1.0,0.3333,0.7,0.5,0.5444
192,gandhar_oil_refinery_india_ltd_2023_2024,0.2651,0.6667,0.1111,1.0,1.0,0.5441
193,axita_cotton_ltd_2022_2023,0.3119,1.0,0.5556,0.3,1.0,0.5419
194,nrb_bearings_ltd_2023_2024,0.3119,1.0,0.5556,0.3,1.0,0.5419
195,jk_tyre_industries_ltd_2023_2024,0.3323,1.0,0.3333,0.5,1.0,0.5414
196,oriental_carbon_chemicals_ltd_2023_2024,0.4194,1.0,0.4444,0.3,1.0,0.541
197,the new india assurance compan_brsr2023,0.2284,0.6667,0.3333,1.0,0.5,0.5404
198,ami_organics_ltd_2023_2024,0.2162,0.6667,0.4444,0.7,1.0,0.5402
199,himadri_speciality_chemical_ltd_2023_2024,0.3022,1.0,0.5556,0.3,1.0,0.5394
200,ncc_limited_2022_2023,0.1894,1.0,0.6667,0.3,1.0,0.539
201,heranba_industries_ltd_2023_2024,0.4088,1.0,0.4444,0.3,1.0,0.5383
202,endurance_technologies_ltd_2023_2024,0.2976,1.0,0.5556,0.3,1.0,0.5383
203,aurobindo_pharma_ltd_2023_2024,0.2972,1.0,0.5556,0.5,0.5,0.5382
204,andhra_paper_ltd_2023_2024,0.2958,1.0,0.5556,0.3,1.0,0.5378
205,coforge limited_brsr2023,0.3177,1.0,0.3333,0.5,1.0,0.5377
206,info_edge_india_ltd_2023_2024,0.2937,1.0,0.5556,0.3,1.0,0.5373
207,monarch_networth_capital_ltd_2023_2024,0.2931,1.0,0.5556,0.3,1.0,0.5372
208,varroc_engineering_ltd_2023_2024,0.182,0.6667,0.6667,0.5,1.0,0.5372
209,hcl_technologies_ltd_2023_2024,0.3128,1.0,0.3333,0.5,1.0,0.5365
210,adani_energy_solutions_ltd_2023_2024,0.1754,1.0,0.6667,0.5,0.5,0.5355
211,rhi_magnesita_india_ltd_2023_2024,0.2854,1.0,0.5556,0.3,1.0,0.5352
212,tube_investments_of_india_ltd_2023_2024,0.2056,0.6667,0.3333,0.8,1.0,0.5347
213,voltamp_transformers_ltd_2023_2024,0.2823,1.0,0.5556,0.3,1.0,0.5345
214,mahindra_holidays_resorts_india_ltd_2023_2024,0.2823,1.0,0.5556,0.3,1.0,0.5345
215,indian_oil_corporation_ltd_2023_2024,0.1709,1.0,0.6667,0.3,1.0,0.5344
216,tci_express_ltd_2023_2024,0.1668,1.0,0.6667,0.3,1.0,0.5334
217,tata_metaliks_ltd_2022_2023,0.1652,1.0,0.6667,0.3,1.0,0.533
218,restaurant_brands_asia_ltd_2023_2024,0.4096,1.0,0.2222,0.5,1.0,0.533
219,life_insurance_corporation_of_india_2023_2024,0.1981,0.6667,0.3333,1.0,0.5,0.5329
220,dynamatic_technologies_ltd_2023_2024,0.3869,1.0,0.4444,0.3,1.0,0.5328
221,tanfac_industries_ltd_2023_2024,0.2735,1.0,0.5556,0.3,1.0,0.5323
222,archean_chemical_industries_ltd_2023_2024,0.2951,0.6667,0.3333,0.7,1.0,0.5321
223,andrew_yule_company_ltd_2023_2024,0.2698,1.0,0.5556,0.3,1.0,0.5313
224,samvardhana_motherson_international_ltd_2023_2024,0.2681,1.0,0.5556,0.3,1.0,0.5309
225,mahindra_lifespace_developers_ltd_2023_2024,0.3991,1.0,0.2222,0.7,0.5,0.5303
226,stylam_industries_limited_2023_2024,0.2641,1.0,0.5556,0.3,1.0,0.5299
227,ceat_ltd_2023_2024,0.2951,0.6667,0.2222,1.0,0.5,0.5293
228,nlc_india_ltd_2023_2024,0.2616,1.0,0.5556,0.3,1.0,0.5293
229,solara_active_pharma_sciences_ltd_2023_2024,0.2823,1.0,0.3333,0.7,0.5,0.5289
230,tata_chemicals_ltd_2023_2024,0.1515,0.6667,0.5556,1.0,0.0,0.5268
231,tata_communications_ltd_2023_2024,0.2503,1.0,0.5556,0.3,1.0,0.5265
232,astec_lifesciences_limited_2023_2024,0.2503,1.0,0.5556,0.3,1.0,0.5265
233,kpit_technologies_ltd_2023_2024,0.2711,1.0,0.3333,0.5,1.0,0.5261
234,shree_cement_ltd_2023_2024,0.3527,1.0,0.4444,0.3,1.0,0.5243
235,medplus_health_services_ltd_2023_2024,0.3651,1.0,0.2222,0.7,0.5,0.5218
236,dmcc_speciality_chemicals_ltd_2023_2024,0.3417,1.0,0.4444,0.3,1.0,0.5215
237,moldtek_packaging_limited_2023_2024,0.2515,1.0,0.3333,0.5,1.0,0.5212
238,zydus_lifesciences_ltd_2023_2024,0.2515,1.0,0.3333,0.7,0.5,0.5212
239,crisil_ltd_2022_2023,0.2284,0.6667,0.5556,0.7,0.5,0.521
240,supriya_lifescience_ltd_2023_2024,0.2503,0.6667,0.3333,0.7,1.0,0.5209
241,itd_cementation_india_ltd_2023_2024,0.36,1.0,0.2222,0.7,0.5,0.5205
242,orchid_pharma_ltd_2023_2024,0.3366,1.0,0.4444,0.3,1.0,0.5203
243,igarashi_motors_india_ltd_2023_2024,0.3366,1.0,0.4444,0.3,1.0,0.5203
244,ganesh_housing_corporation_ltd_2023_2024,0.38,1.0,0.0,0.7,1.0,0.52
245,mahindra_mahindra_financial_services_ltd_2023_2024,0.3353,1.0,0.4444,0.7,0.0,0.5199
246,sapphire_foods_india_ltd_2023_2024,0.334,1.0,0.4444,0.3,1.0,0.5196
247,sagar_cements_ltd_2023_2024,0.475,0.6667,0.0,1.0,0.5,0.5188
248,adani_green_energy_ltd_2023_2024,0.2189,1.0,0.5556,0.3,1.0,0.5186
249,bharat_bijlee_ltd_2023_2024,0.2184,1.0,0.5556,0.3,1.0,0.5185
250,bank_of_india_2023_2024,0.3262,1.0,0.4444,0.3,1.0,0.5177
251,pds_ltd_2023_2024,0.3232,1.0,0.4444,0.3,1.0,0.5169
252,cholamandalam_financial_holdings_ltd_2023_2024,0.2056,1.0,0.5556,0.3,1.0,0.5153
